# BETA MCTIME VIRIAL1 DELTA ENERGY N1 L ACCEPTANCE ENERGYSQUARE TEMPERATURE DENSITY PRESSURE CV ENERGYERR CVERR N THERMTIME THBIN BTIME VOLUME PRERR ENERGYTAIL VIRTAIL CUTOFF U TOTENERGY DELTAIN FILENAME SIMTIME 
1.17647 3600000.0 -0.622323525 0.1192 -1.81218820833 5 11.0228 0.467134 3.424424025 0.850000425 0.0933327861194 0.0203779112412 0.194322189868 0.0895434314207 0.0652844520051 125 13850 50 10000 1339.29356657 0.0103067166964 -0.00467048384654 -0.00934085659561 5.5114 -1.81685869218 -0.54185805468 0.1192 ./data/phasediag3/test0008.out 0.0 205593.455147 
1.05263 3600000.0 -0.48512075 0.1202 -0.9697271 5 11.0228 0.629984 0.958041922222 0.950001425002 0.0933327861194 0.0425168004402 0.0195802999823 nan nan 125 9300 50 10000 1339.29356657 0.00475479056853 -0.00467048384654 -0.00934085659561 5.5114 -0.974397583847 0.450604553657 0.1202 ./data/phasediag3/test0009.out 0.0 nan 
0.952381 3600000.0 -0.445252788889 0.1212 -0.885708197222 5 11.0228 0.662451 0.794395033333 1.0499999475 0.0933327861194 0.0555709290402 0.00899412580344 0.012690949835 0.0018807590547 125 6550 50 10000 1339.29356657 0.00444029511004 -0.00467048384654 -0.00934085659561 5.5114 -0.890378681069 0.684621240181 0.1212 ./data/phasediag3/test0010.out 0.0 58472.7127929 
0.869565 3600000.0 -0.403560491667 0.1222 -0.797492288889 5 11.0228 0.694074 0.641363675 1.1500002875 0.0933327861194 0.0687954976447 0.00406028089066 0.00734745133189 0.00030236219133 125 5450 50 10000 1339.29356657 0.00264217863485 -0.00467048384654 -0.00934085659561 5.5114 -0.802162772735 0.922837658515 0.1222 ./data/phasediag3/test0011.out 0.0 36192.9480877 
0.8 3600000.0 -0.369967744444 0.1232 -0.746906694444 5 11.0228 0.715976 0.561833266667 1.25 0.0933327861194 0.0812640541151 0.00253674013487 0.00639214128616 0.000175851416144 125 11350 50 10000 1339.29356657 0.00293654033941 -0.00467048384654 -0.00934085659561 5.5114 -0.751577178291 1.12342282171 0.1232 ./data/phasediag3/test0012.out 0.0 37110.7068075 
0.740741 3600000.0 -0.345685666667 0.1242 -0.713615316667 5 11.0228 0.731737 0.513695391667 1.3499995275 0.0933327861194 0.0928636025991 0.00244091884741 0.00525935280323 0.000177329318966 125 4950 50 10000 1339.29356657 0.00232952445381 -0.00467048384654 -0.00934085659561 5.5114 -0.718285800513 1.30671349074 0.1242 ./data/phasediag3/test0013.out 0.0 22384.4555941 
0.689655 3600000.0 -0.322461752778 0.1252 -0.697210911111 5 11.0228 0.741859 0.489819236111 1.4500003625 0.0933327861194 0.104364511732 0.00176750519888 0.00393114051806 0.000107774142328 125 6850 50 10000 1339.29356657 0.00282378054797 -0.00467048384654 -0.00934085659561 5.5114 -0.701881394958 1.47311914879 0.1252 ./data/phasediag3/test0014.out 0.0 14970.7209408 
0.645161 3600000.0 -0.293185402778 0.1262 -0.668975586111 5 11.0228 0.754508 0.450786261111 1.5500006975 0.0933327861194 0.116430264923 0.00135605551146 0.00378340490875 0.000105916035252 125 10550 50 10000 1339.29356657 0.00278993087285 -0.00467048384654 -0.00934085659561 5.5114 -0.673646069958 1.65135497629 0.1262 ./data/phasediag3/test0015.out 0.0 15817.101129 
1.17647 3600000.0 -0.748030691667 0.1148 -2.24346511111 5 9.70694 0.4102 5.15079744444 0.850000425 0.136666784807 0.0111987460351 0.162853456069 0.0679149310677 0.050089671016 125 6550 50 10000 914.633355695 0.00881498228974 -0.0100141353855 -0.0200277600082 4.85347 -2.2534792465 -0.978478608996 0.1148 ./data/phasediag3/test0016.out 0.0 141122.988231 
1.05263 3600000.0 -0.697017666667 0.1158 -1.64392547222 5 9.70694 0.5147 2.73634005556 0.950001425002 0.136666784807 0.0318373472929 0.0375058125067 0.0381614623137 0.00928922195159 125 5000 50 10000 914.633355695 0.00476179973854 -0.0100141353855 -0.0200277600082 4.85347 -1.65393960761 -0.228937470104 0.1158 ./data/phasediag3/test0017.out 0.0 154883.596732 
0.952381 3600000.0 -0.610472683333 0.1168 -1.27261343056 5 9.70694 0.591395 1.63859789722 1.0499999475 0.136666784807 0.0573316484614 0.0172815922877 0.020980696997 0.00314457273347 125 5350 50 10000 914.633355695 0.0044343487902 -0.0100141353855 -0.0200277600082 4.85347 -1.28262756594 0.292372355309 0.1168 ./data/phasediag3/test0018.out 0.0 83172.5495835 
0.869565 3600000.0 -0.556469005556 0.1178 -1.14314543333 5 9.70694 0.628639 1.314890225 1.1500002875 0.136666784807 0.0783788824185 0.00613137179189 0.00848229351864 0.000673876906359 125 6900 50 10000 914.633355695 0.00352816077543 -0.0100141353855 -0.0200277600082 4.85347 -1.15315956872 0.571840862531 0.1178 ./data/phasediag3/test0019.out 0.0 31942.9884573 
0.8 3600000.0 -0.514930005556 0.1188 -1.08370694444 5 9.70694 0.649138 1.18165119444 1.25 0.136666784807 0.0977225231816 0.00462748992469 0.00781823195157 0.000344474537176 125 5450 50 10000 914.633355695 0.00351827901234 -0.0100141353855 -0.0200277600082 4.85347 -1.09372107983 0.78127892017 0.1188 ./data/phasediag3/test0020.out 0.0 30433.6537187 
0.740741 3600000.0 -0.477600191667 0.1198 -1.02645970556 5 9.70694 0.670878 1.05966427222 1.3499995275 0.136666784807 0.116490882729 0.00331673488304 0.00770452099614 0.000304977137103 125 7500 50 10000 914.633355695 0.00354019697675 -0.0100141353855 -0.0200277600082 4.85347 -1.03647384094 0.988525450309 0.1198 ./data/phasediag3/test0021.out 0.0 35352.147083 
0.689655 3600000.0 -0.439291052778 0.1208 -0.993260191667 5 9.70694 0.682475 0.991719116667 1.4500003625 0.136666784807 0.135393262167 0.00245103721299 0.00538663300866 0.000160288757978 125 5200 50 10000 914.633355695 0.0040416313569 -0.0100141353855 -0.0200277600082 4.85347 -1.00327432705 1.1717262167 0.1208 ./data/phasediag3/test0022.out 0.0 20269.8787239 
0.645161 3600000.0 -0.407991961111 0.1218 -0.972572647222 5 9.70694 0.692829 0.950477583333 1.5500006975 0.136666784807 0.153337532657 0.00190635799645 0.00486526442868 9.18017870862e-05 125 5450 50 10000 914.633355695 0.00367521096075 -0.0100141353855 -0.0200277600082 4.85347 -0.982586782608 1.34241426364 0.1218 ./data/phasediag3/test0023.out 0.0 18605.7487366 
1.17647 3600000.0 -0.838602541667 0.1105 -2.49508205556 5 8.85549 0.389247 6.277599 0.850000425 0.179999882708 -0.0042016470798 0.0721999776888 0.032871601556 0.0245794558255 125 7350 50 10000 694.44489696 0.0115688079848 -0.017370959629 -0.0347403823207 4.427745 -2.51245301518 -1.23745237768 0.1105 ./data/phasediag3/test0024.out 0.0 74570.8133309 
1.05263 3600000.0 -0.802523711111 0.1115 -2.0123025 5 8.85549 0.469142 4.09322419444 0.950001425002 0.179999882708 0.0202927064595 0.0486013422158 0.0376017257523 0.012857439991 125 8600 50 10000 694.44489696 0.00602086374035 -0.017370959629 -0.0347403823207 4.427745 -2.02967345963 -0.604671322126 0.1115 ./data/phasediag3/test0025.out 0.0 116043.622926 
0.952381 3600000.0 -0.737548272222 0.1125 -1.68461163889 5 8.85549 0.531833 2.86563780556 1.0499999475 0.179999882708 0.049988000159 0.0251441582293 nan nan 125 8400 50 10000 694.44489696 0.00482571241077 -0.017370959629 -0.0347403823207 4.427745 -1.70198259852 -0.126982677268 0.1125 ./data/phasediag3/test0026.out 0.0 nan 
0.869565 3600000.0 -0.678599925 0.1135 -1.48435058333 5 8.85549 0.575602 2.21418119444 1.1500002875 0.179999882708 0.0785987452156 0.00823027203037 0.0116118489274 0.00083068836729 125 7150 50 10000 694.44489696 0.00450786936616 -0.017370959629 -0.0347403823207 4.427745 -1.50172154296 0.223278888288 0.1135 ./data/phasediag3/test0027.out 0.0 44595.9240183 
0.8 3600000.0 -0.632971930556 0.1145 -1.36601216667 5 8.85549 0.607316 1.87247305556 1.25 0.179999882708 0.104811715385 0.00414964228748 0.00545221441406 0.000227618276012 125 5350 50 10000 694.44489696 0.00355526006769 -0.017370959629 -0.0347403823207 4.427745 -1.3833831263 0.491616873704 0.1145 ./data/phasediag3/test0028.out 0.0 16505.0812725 
0.740741 3600000.0 -0.586655511111 0.1155 -1.32213277778 5 8.85549 0.623079 1.75466511111 1.3499995275 0.179999882708 0.131148568673 0.00363787856118 0.00656989347662 0.000295829206421 125 5800 50 10000 694.44489696 0.00398206247585 -0.017370959629 -0.0347403823207 4.427745 -1.33950373741 0.685495553843 0.1155 ./data/phasediag3/test0029.out 0.0 23437.0920848 
0.689655 3600000.0 -0.543786555556 0.1165 -1.29489425 5 8.85549 0.634354 1.68304747222 1.4500003625 0.179999882708 0.156865114215 0.0029946969755 0.00542899754103 0.000216125752691 125 8300 50 10000 694.44489696 0.00362356811457 -0.017370959629 -0.0347403823207 4.427745 -1.31226520963 0.862735334121 0.1165 ./data/phasediag3/test0030.out 0.0 16852.0479071 
0.645161 3600000.0 -0.496226383333 0.1175 -1.25009744444 5 8.85549 0.648056 1.56850483333 1.5500006975 0.179999882708 0.183425988208 0.00239800522028 0.00480211329705 0.000192989620164 125 5850 50 10000 694.44489696 0.00377815458562 -0.017370959629 -0.0347403823207 4.427745 -1.26746840407 1.05753264218 0.1175 ./data/phasediag3/test0031.out 0.0 14409.6487251 
1.17647 3600000.0 -0.930595408333 0.1062 -2.6541095 5 8.24111 0.383651 7.09382052778 0.850000425 0.223332989804 -0.0299429208532 0.0685442771824 0.0391647878023 0.0200258258966 125 5850 50 10000 559.702353467 0.00804613626569 -0.0267408225813 -0.0534780028368 4.120555 -2.68085032258 -1.40584968508 0.1062 ./data/phasediag3/test0032.out 0.0 111502.490982 
1.05263 3600000.0 -0.886752636111 0.1072 -2.29850786111 5 8.24111 0.443365 5.32352405556 0.950001425002 0.223332989804 0.00218213886223 0.0447485283203 0.0301423750457 0.00961645807012 125 6350 50 10000 559.702353467 0.00739364777894 -0.0267408225813 -0.0534780028368 4.120555 -2.32524868369 -0.900246546189 0.1072 ./data/phasediag3/test0033.out 0.0 80989.7706032 
0.952381 3600000.0 -0.849818130556 0.1082 -1.95062380556 5 8.24111 0.505547 3.82511111111 1.0499999475 0.223332989804 0.0327638014203 0.0183019340851 0.0214161193925 0.00234576473433 125 7800 50 10000 559.702353467 0.00524525430162 -0.0267408225813 -0.0534780028368 4.120555 -1.97736462814 -0.402364706887 0.1082 ./data/phasediag3/test0034.out 0.0 81829.2400364 
0.869565 3600000.0 -0.793337422222 0.1092 -1.75605580556 5 8.24111 0.546082 3.09317544444 1.1500002875 0.223332989804 0.0677111817922 0.00714060302257 0.0111812992899 0.000635869935418 125 7300 50 10000 559.702353467 0.00455318131644 -0.0267408225813 -0.0534780028368 4.120555 -1.78279662814 -0.0577961968867 0.1092 ./data/phasediag3/test0035.out 0.0 47660.2436565 
0.8 3600000.0 -0.725000319444 0.1102 -1.68090269444 5 8.24111 0.566482 2.83672241667 1.25 0.223332989804 0.105306346042 0.00722467102469 0.0116421144806 0.00117118382537 125 5350 50 10000 559.702353467 0.00408715736274 -0.0267408225813 -0.0534780028368 4.120555 -1.70764351703 0.167356482974 0.1102 ./data/phasediag3/test0036.out 0.0 43224.3159976 
0.740741 3600000.0 -0.671943938889 0.1112 -1.61700725 5 8.24111 0.584486 2.62233730556 1.3499995275 0.223332989804 0.139488779595 0.00418373900708 0.0062473849603 0.000217700485401 125 4650 50 10000 559.702353467 0.00500161938138 -0.0267408225813 -0.0534780028368 4.120555 -1.64374807258 0.381251218669 0.1112 ./data/phasediag3/test0037.out 0.0 18427.5339094 
0.689655 3600000.0 -0.606923197222 0.1122 -1.57524136111 5 8.24111 0.596466 2.48864841667 1.4500003625 0.223332989804 0.176343541695 0.00345449097738 0.00690990170218 0.000227668231579 125 6150 50 10000 559.702353467 0.0048137233985 -0.0267408225813 -0.0534780028368 4.120555 -1.60198218369 0.573018360058 0.1122 ./data/phasediag3/test0038.out 0.0 23666.0596622 
0.645161 3600000.0 -0.563547936111 0.1132 -1.53256888889 5 8.24111 0.609348 2.35556594444 1.5500006975 0.223332989804 0.208364042239 0.00282977695552 nan nan 125 9950 50 10000 559.702353467 0.00492944182253 -0.0267408225813 -0.0534780028368 4.120555 -1.55930971147 0.76569133478 0.1132 ./data/phasediag3/test0039.out 0.0 nan 
1.17647 3600000.0 -1.01480524722 0.1018 -2.83378847222 5 7.76808 0.378902 8.07178855556 0.850000425 0.266666796932 -0.0642786148905 0.0573445104838 0.0294333807087 0.00990903813277 125 9400 50 10000 468.749771019 0.00896211695182 -0.0381236347353 -0.0762398658688 3.88404 -2.87191210696 -1.59691146946 0.1018 ./data/phasediag3/test0040.out 0.0 75275.3287786 
1.05263 3600000.0 -0.994958133333 0.1028 -2.45959841667 5 7.76808 0.439994 6.08212516667 0.950001425002 0.266666796932 -0.032319102241 0.0360118536235 0.0273108297619 0.00686381159484 125 8300 50 10000 468.749771019 0.00700562623165 -0.0381236347353 -0.0762398658688 3.88404 -2.4977220514 -1.0727199139 0.1028 ./data/phasediag3/test0041.out 0.0 82618.6894008 
0.952381 3600000.0 -0.927161744444 0.1038 -2.23884505556 5 7.76808 0.480308 5.03121594444 1.0499999475 0.266666796932 0.0124262293199 0.0170419623925 0.0178056269279 0.00180996678817 125 9050 50 10000 468.749771019 0.00618651117243 -0.0381236347353 -0.0762398658688 3.88404 -2.27696869029 -0.701968769041 0.1038 ./data/phasediag3/test0042.out 0.0 60746.1674053 
0.869565 3600000.0 -0.867633288889 0.1048 -2.05506308333 5 7.76808 0.516475 4.23501611111 1.1500002875 0.266666796932 0.0549672622491 0.00887094802699 0.010059375363 0.000913249417633 125 6050 50 10000 468.749771019 0.00620198199992 -0.0381236347353 -0.0762398658688 3.88404 -2.09318671807 -0.368186286818 0.1048 ./data/phasediag3/test0043.out 0.0 31051.2148472 
0.8 3600000.0 -0.810910383333 0.1058 -1.966759 5 7.76808 0.537763 3.87868452778 1.25 0.266666796932 0.0967599808127 0.00674788076594 0.0101938044619 0.000422343898878 125 6900 50 10000 468.749771019 0.00578850319419 -0.0381236347353 -0.0762398658688 3.88404 -2.00488263474 -0.129882634735 0.1058 ./data/phasediag3/test0044.out 0.0 35480.3317571 
0.740741 3600000.0 -0.751236108333 0.1068 -1.87961316667 5 7.76808 0.557791 3.54105080556 1.3499995275 0.266666796932 0.139339682279 0.00444727293414 0.00681515129049 0.000286009756756 125 6400 50 10000 468.749771019 0.00543933749518 -0.0381236347353 -0.0762398658688 3.88404 -1.9177368014 0.107262489848 0.1068 ./data/phasediag3/test0045.out 0.0 20629.6797838 
0.689655 3600000.0 -0.676297652778 0.1078 -1.84463033333 5 7.76808 0.567606 3.41040861111 1.4500003625 0.266666796932 0.185990182549 0.00368491823253 0.00572722201605 0.000212467769728 125 5850 50 10000 468.749771019 0.00579254379534 -0.0381236347353 -0.0762398658688 3.88404 -1.88275396807 0.292246575682 0.1078 ./data/phasediag3/test0046.out 0.0 15241.4561699 
0.645161 3600000.0 -0.611613213889 0.1088 -1.80541311111 5 7.76808 0.57828 3.26661838889 1.5500006975 0.266666796932 0.229906143706 0.00295603776287 0.00532542658066 0.000185615965238 125 5850 50 10000 468.749771019 0.006321394969 -0.0381236347353 -0.0762398658688 3.88404 -1.84353674585 0.481464300404 0.1088 ./data/phasediag3/test0047.out 0.0 14375.9826192 
1.17647 3600000.0 -1.07949109444 0.0975 -3.15332305556 5 7.38782 0.360243 9.97624991667 0.850000425 0.309999573497 -0.103079286473 0.0454028943458 0.0250718468709 0.0141688221431 125 7500 50 10000 403.226361216 0.00903596957712 -0.0515185682279 -0.103023615367 3.69391 -3.20484162378 -1.92984098628 0.0975 ./data/phasediag3/test0048.out 0.0 68984.7872306 
1.05263 3600000.0 -1.0639951 0.0985 -2.71725675 5 7.38782 0.424841 7.40558122222 0.950001425002 0.309999573497 -0.0672752674548 0.0244841113693 0.0177092442686 0.00306032111565 125 11850 50 10000 403.226361216 0.00932229128629 -0.0515185682279 -0.103023615367 3.69391 -2.76877531823 -1.34377318072 0.0985 ./data/phasediag3/test0049.out 0.0 51093.975767 
0.952381 3600000.0 -1.02005282222 0.0995 -2.45571652778 5 7.38782 0.469985 6.0492655 1.0499999475 0.309999573497 -0.0226536807605 0.0169812581145 0.0203105155259 0.00284628497474 125 4900 50 10000 403.226361216 0.00792822839485 -0.0515185682279 -0.103023615367 3.69391 -2.50723509601 -0.932235174756 0.0995 ./data/phasediag3/test0050.out 0.0 79322.4238727 
0.869565 3600000.0 -0.950270008333 0.1005 -2.27251377778 5 7.38782 0.503129 5.17486277778 1.1500002875 0.309999573497 0.0299790245322 0.00797270496484 0.0103545194094 0.000613512164343 125 9450 50 10000 403.226361216 nan -0.0515185682279 -0.103023615367 3.69391 -2.32403234601 -0.599031914756 0.1005 ./data/phasediag3/test0051.out 0.0 36606.7187806 
0.8 3600000.0 -0.883113136111 0.1015 -2.19003458333 5 7.38782 0.52242 4.80674288889 1.25 0.309999573497 0.0817974945033 0.00671450412345 0.00988805965852 0.000929929564473 125 6650 50 10000 403.226361216 0.00692264761219 -0.0515185682279 -0.103023615367 3.69391 -2.24155315156 -0.366553151561 0.1015 ./data/phasediag3/test0052.out 0.0 33549.8579669 
0.740741 3600000.0 -0.799893027778 0.1025 -2.14807688889 5 7.38782 0.533608 4.62187711111 1.3499995275 0.309999573497 0.138595503468 0.00419357798765 0.00654841039817 0.000298674359475 125 16250 50 10000 403.226361216 0.00717382296997 -0.0515185682279 -0.103023615367 3.69391 -2.19959545712 -0.174596165867 0.1025 ./data/phasediag3/test0053.out 0.0 20198.6490166 
0.689655 3600000.0 -0.730265247222 0.1035 -2.09242825 5 7.38782 0.546523 4.38547994444 1.4500003625 0.309999573497 0.191180301943 0.00343589033741 0.00578517704565 0.000192569316347 125 6800 50 10000 403.226361216 0.00615200485931 -0.0515185682279 -0.103023615367 3.69391 -2.14394681823 0.0310537255222 0.1035 ./data/phasediag3/test0054.out 0.0 16678.6269039 
0.645161 3600000.0 -0.64339145 0.1045 -2.0625535 5 7.38782 0.553419 4.26114988889 1.5500006975 0.309999573497 0.24911120323 0.00292318093902 0.00539713630413 0.000157576644913 125 9800 50 10000 403.226361216 0.00707150554575 -0.0515185682279 -0.103023615367 3.69391 -2.11407206823 0.210928978023 0.1045 ./data/phasediag3/test0055.out 0.0 14931.7182989 
1.17647 3600000.0 -1.16720037222 0.0932 -3.17981291667 5 7.07254 0.376906 10.1348079167 0.850000425 0.353332654294 -0.159363017098 0.0326611876384 0.018770303482 0.00440527825885 125 12250 50 10000 353.774264793 0.0106997340182 -0.0669255728768 -0.133828326451 3.53627 -3.24673848954 -1.97173785204 0.0932 ./data/phasediag3/test0056.out 0.0 53749.5498311 
1.05263 3600000.0 -1.11534590556 0.0942 -2.92512455556 5 7.07254 0.418398 8.57893441667 0.950001425002 0.353332654294 -0.105707521991 0.0250201478231 0.0204696091182 0.00323645075081 125 10700 50 10000 353.774264793 0.00829563964488 -0.0669255728768 -0.133828326451 3.53627 -2.99205012843 -1.56704799093 0.0942 ./data/phasediag3/test0057.out 0.0 66801.0386652 
0.952381 3600000.0 -1.08903011389 0.0952 -2.63905402778 5 7.07254 0.46494 6.97631019444 1.0499999475 0.353332654294 -0.0610765500922 0.0106159039317 0.0110729017131 0.000837963991065 125 8850 50 10000 353.774264793 0.00749323929051 -0.0669255728768 -0.133828326451 3.53627 -2.70597960065 -1.1309796794 0.0952 ./data/phasediag3/test0058.out 0.0 37712.8936397 
0.869565 3600000.0 -1.01241852778 0.0962 -2.52428561111 5 7.07254 0.487788 6.38176388889 1.1500002875 0.353332654294 0.00132621054052 0.00736940457714 0.00874707018098 0.000470553174375 125 14800 50 10000 353.774264793 0.00903071968326 -0.0669255728768 -0.133828326451 3.53627 -2.59121118399 -0.866210752738 0.0962 ./data/phasediag3/test0059.out 0.0 28261.7743958 
0.8 3600000.0 -0.920115666667 0.0972 -2.45572038889 5 7.07254 0.502234 6.03840625 1.25 0.353332654294 0.069272989302 0.00501991782106 0.00655342612178 0.000295743238991 125 10350 50 10000 353.774264793 0.00731355679616 -0.0669255728768 -0.133828326451 3.53627 -2.52264596177 -0.647645961766 0.0972 ./data/phasediag3/test0060.out 0.0 19711.6365547 
0.740741 3600000.0 -0.825598811111 0.0982 -2.39736780556 5 7.07254 0.514936 5.75533025 1.3499995275 0.353332654294 0.138001979231 0.00436645292523 0.0066753455472 0.000409496091489 125 7400 50 10000 353.774264793 0.00733757860768 -0.0669255728768 -0.133828326451 3.53627 -2.46429337843 -0.439294087182 0.0982 ./data/phasediag3/test0061.out 0.0 20158.3039313 
0.689655 3600000.0 -0.732823222222 0.0992 -2.36795347222 5 7.07254 0.52245 5.61466288889 1.4500003625 0.353332654294 0.206116184769 0.00354779479191 0.00567679617789 0.000244658079162 125 12150 50 10000 353.774264793 0.00922125126799 -0.0669255728768 -0.133828326451 3.53627 -2.4348790451 -0.259878501349 0.0992 ./data/phasediag3/test0062.out 0.0 15553.0078115 
0.645161 3600000.0 -0.640842911111 0.1002 -2.32507777778 5 7.07254 0.530833 5.41329105556 1.5500006975 0.353332654294 0.273949216032 0.00304032310741 0.00558149690361 0.00014625680331 125 9550 50 10000 353.774264793 0.00717257006509 -0.0669255728768 -0.133828326451 3.53627 -2.39200335065 -0.0670023044041 0.1002 ./data/phasediag3/test0063.out 0.0 15353.9580455 
1.17647 3600000.0 -1.24880559722 0.0888 -3.30983219444 5 6.805 0.38348 10.9783404444 0.850000425 0.396666591513 -0.225091562775 0.0323200909512 0.0193730585191 0.00382498881273 125 8650 50 10000 315.126110125 0.0143566725398 -0.0843444516902 -0.168652656572 3.4025 -3.39417664613 -2.11917600863 0.0888 ./data/phasediag3/test0064.out 0.0 57861.2779493 
1.05263 3600000.0 -1.23273451944 0.0898 -3.03105891667 5 6.805 0.427886 9.20030936111 0.950001425002 0.396666591513 -0.179049647313 0.0143946435823 0.0115900385558 0.00126834537844 125 18850 50 10000 315.126110125 0.0104318569519 -0.0843444516902 -0.168652656572 3.4025 -3.11540336836 -1.69040123085 0.0898 ./data/phasediag3/test0065.out 0.0 37223.9822721 
0.952381 3600000.0 -1.17036031944 0.0908 -2.84949088889 5 6.805 0.459757 8.12976169444 1.0499999475 0.396666591513 -0.114641812925 0.00921847582766 0.0103731560734 0.000866942782122 125 13950 50 10000 315.126110125 0.00947214316782 -0.0843444516902 -0.168652656572 3.4025 -2.93383534058 -1.35883541933 0.0908 ./data/phasediag3/test0066.out 0.0 38114.1860335 
0.869565 3600000.0 -1.06043938611 0.0918 -2.76594075 5 6.805 0.476544 7.65872691667 1.1500002875 0.396666591513 -0.0313730569454 0.00627499433404 0.00782885511036 0.000464367545341 125 14550 50 10000 315.126110125 0.00917181075773 -0.0843444516902 -0.168652656572 3.4025 -2.85028520169 -1.12528477044 0.0918 ./data/phasediag3/test0067.out 0.0 26588.2513745 
0.8 3600000.0 -0.945953105556 0.0928 -2.71684622222 5 6.805 0.48668 7.38891347222 1.25 0.396666591513 0.0537063708472 0.0049024492922 0.00588291649232 0.00035682709855 125 5500 50 10000 315.126110125 0.00827758468285 -0.0843444516902 -0.168652656572 3.4025 -2.80119067391 -0.926190673912 0.0928 ./data/phasediag3/test0068.out 0.0 16265.0248725 
0.740741 3600000.0 -0.849034483333 0.0938 -2.64999366667 5 6.805 0.5 7.02918988889 1.3499995275 0.396666591513 0.131817222105 0.00368914141117 0.0059364490158 0.000133013686127 125 6600 50 10000 315.126110125 0.00996489667494 -0.0843444516902 -0.168652656572 3.4025 -2.73433811836 -0.709338827107 0.0938 ./data/phasediag3/test0069.out 0.0 18869.6328265 
0.689655 3600000.0 -0.734367801389 0.0948 -2.60455838889 5 6.805 0.508609 6.79019725 1.4500003625 0.396666591513 0.216968654359 0.00307864239338 0.00336452243762 0.000106870870509 125 8400 50 10000 315.126110125 0.00920088206747 -0.0843444516902 -0.168652656572 3.4025 -2.68890284058 -0.513902296829 0.0948 ./data/phasediag3/test0070.out 0.0 6295.84303102 
0.645161 3600000.0 -0.608247702778 0.0958 -2.57220825 5 6.805 0.513646 6.62318216667 1.5500006975 0.396666591513 0.306663076031 0.00288319628071 0.00314174887913 7.5895163989e-05 125 8600 50 10000 315.126110125 0.0109212217301 -0.0843444516902 -0.168652656572 3.4025 -2.65655270169 -0.33155165544 0.0958 ./data/phasediag3/test0071.out 0.0 5129.88278837 
1.17647 3600000.0 -1.32377056111 0.0845 -3.48495233333 5 6.57384 0.38713 12.1648184167 0.850000425 0.439999946954 -0.299755894997 0.0275787282153 0.0170271728742 0.00368016596368 125 10050 50 10000 284.09094334 0.0153658909306 -0.103774109574 -0.20749334374 3.28692 -3.58872644291 -2.31372580541 0.0845 ./data/phasediag3/test0072.out 0.0 52381.1550601 
1.05263 3600000.0 -1.29794506111 0.0855 -3.24680566667 5 6.57384 0.425002 10.5525654444 0.950001425002 0.439999946954 -0.24439224167 0.0119871189922 0.0113967597956 0.000917316648286 125 8050 50 10000 284.09094334 0.0106977673425 -0.103774109574 -0.20749334374 3.28692 -3.35057977624 -1.92557763874 0.0855 ./data/phasediag3/test0073.out 0.0 43221.7115587 
0.952381 3600000.0 -1.19272364167 0.0865 -3.10155661111 5 6.57384 0.449465 9.62824413889 1.0499999475 0.439999946954 -0.154095478102 0.00779204337499 0.00832002653825 0.000762664049072 125 11750 50 10000 284.09094334 0.0123983320196 -0.103774109574 -0.20749334374 3.28692 -3.20533072069 -1.63033079944 0.0865 ./data/phasediag3/test0074.out 0.0 29008.2819366 
0.869565 3600000.0 -1.08548868333 0.0875 -3.01466169444 5 6.57384 0.465836 9.09518725 1.1500002875 0.439999946954 -0.0629119578279 0.00529460457338 0.00612703922666 0.000248308550986 125 9400 50 10000 284.09094334 0.00830059851359 -0.103774109574 -0.20749334374 3.28692 -3.11843580402 -1.39343537277 0.0875 ./data/phasediag3/test0075.out 0.0 19300.7592722 
0.8 3600000.0 -0.942073133333 0.0885 -2.96264913889 5 6.57384 0.475226 8.78454069444 1.25 0.439999946954 0.04419074476 0.00464049554264 0.00633977079021 0.000379885211389 125 14750 50 10000 284.09094334 0.00979272237249 -0.103774109574 -0.20749334374 3.28692 -3.06642324846 -1.19142324846 0.0885 ./data/phasediag3/test0076.out 0.0 19955.6201208 
0.740741 3600000.0 -0.840160383333 0.0895 -2.91004361111 5 6.57384 0.485709 8.47486833333 1.3499995275 0.439999946954 0.133032136149 0.00357449620022 0.00488628998513 0.000143538678909 125 7450 50 10000 284.09094334 0.00941010859005 -0.103774109574 -0.20749334374 3.28692 -3.01381772069 -0.988818429435 0.0895 ./data/phasediag3/test0077.out 0.0 13194.0736113 
0.689655 3600000.0 -0.696684889167 0.0905 -2.87073288889 5 6.57384 0.491297 8.24795461111 1.4500003625 0.439999946954 0.240161708067 0.00325673642764 0.00387172823264 0.000118321081917 125 11550 50 10000 284.09094334 0.00885408117099 -0.103774109574 -0.20749334374 3.28692 -2.97450699846 -0.799506454713 0.0905 ./data/phasediag3/test0078.out 0.0 7881.21904199 
0.645161 3600000.0 -0.562855418889 0.0915 -2.82902794444 5 6.57384 0.497179 8.01020613889 1.5500006975 0.439999946954 0.343046809986 0.00283330793549 0.00320339504304 6.83301866962e-05 125 8350 50 10000 284.09094334 nan -0.103774109574 -0.20749334374 3.28692 -2.93280205402 -0.607801007768 0.0915 ./data/phasediag3/test0079.out 0.0 5427.07638213 
